1,「玄幻」,宿命之环,1727344,爱潜水的乌贼
2,「科幻」,灵境行者,1547798,卖报小郎君
3,「仙侠」,赤心巡天,1482352,情何以甚
4,「科幻」,深海余烬,1249631,远瞳
5,「科幻」,这游戏也太真实了,1050293,晨星LL
6,「都市」,国民法医,945276,志鸟村
7,「历史」,唐人的餐桌,887829,孑与2
8,「仙侠」,光阴之外,803294,耳根
9,「玄幻」,乱世书,720435,姬叉
10,「仙侠」,苟在妖武乱世修仙,716009,文抄公
11,「轻小说」,我本无意成仙,692078,金色茉莉花
12,「都市」,明克街13号,632804,纯洁滴小龙
13,「都市」,都重生了谁谈恋爱啊,572766,错哪儿了
14,「都市」,深空彼岸,562400,辰东
15,「仙侠」,我为长生仙,537878,阎ZK
16,「历史」,我的公公叫康熙,531070,雁九
17,「都市」,我是导演，我不比烂,513428,不是老狗
18,「轻小说」,轮回乐园,480017,那一只蚊子
19,「玄幻」,渊天尊,456384,烽仙
20,「仙侠」,谁让他修仙的！,451459,最白的乌鸦
21,「玄幻」,女侠且慢,446165,关关公子
22,「都市」,火力为王,427056,如水意
23,「历史」,满唐华彩,406354,怪诞的表哥
24,「历史」,神话版三国,399204,坟土荒草
25,「仙侠」,择日飞升,397263,宅猪
26,「都市」,从军火商到战争之王,387419,耗子爱吃鸡腿
27,「都市」,御兽之王,386049,轻泉流响
28,「都市」,重生之我要冲浪,357944,睡觉会变白
29,「历史」,家父汉高祖,351267,历史系之狼
30,「历史」,大明国师,342439,西湖遇雨
31,「科幻」,光明壁垒,315454,会摔跤的熊猫
32,「都市」,重回1982小渔村,310033,米饭的米
33,「科幻」,隐秘死角,309808,滚开
34,「都市」,让你当兵戒网瘾，你成军官了,307724,特种兵歌
35,「游戏」,说好制作烂游戏，泰坦陨落什么鬼,305144,布洛芬战士
36,「历史」,从西周建立千年世家,304600,花非花月夜
37,「仙侠」,玄鉴仙族,303072,季越人
38,「历史」,北宋穿越指南,300207,王梓钧
39,「玄幻」,道诡异仙,295604,狐尾的笔
40,「仙侠」,请公子斩妖,288886,裴不了
41,「玄幻」,神话纪元，我进化成了恒星级巨兽,286110,群玉山头见
42,「仙侠」,我有一个修仙世界,280147,纯九莲宝灯
43,「历史」,红楼之挽天倾,268528,林悦南兮
44,「轻小说」,不许没收我的人籍,267241,可怜的夕夕
45,「奇幻」,高天之上,259982,阴天神隐
46,「玄幻」,我的诡异人生,243947,白刃斩春风
47,「都市」,1980我的文艺时代,240535,坐望敬亭
48,「轻小说」,在美漫当心灵导师的日子,239161,遇牧烧绳
49,「历史」,黜龙,238490,榴弹怕水
50,「玄幻」,诡秘之主,234111,爱潜水的乌贼
