1,「仙侠」,大奉打更人,1308655,卖报小郎君
2,「都市」,夜的命名术,1160626,会说话的肘子
3,「玄幻」,星门：时光之主,772439,老鹰吃小鸡
4,「科幻」,从红月开始,760790,黑山老鬼
5,「仙侠」,大梦主,663941,忘语
6,「仙侠」,这个人仙太过正经,635351,言归正传
7,「都市」,深空彼岸,620553,辰东
8,「都市」,全职艺术家,485202,我最白
9,「玄幻」,长夜余火,459213,爱潜水的乌贼
10,「轻小说」,轮回乐园,452724,那一只蚊子
11,「科幻」,黎明之剑,426173,远瞳
12,「玄幻」,不科学御兽,376639,轻泉流响
13,「仙侠」,赤心巡天,356201,情何以甚
14,「都市」,稳住别浪,349514,跳舞
15,「都市」,万族之劫,348036,老鹰吃小鸡
16,「历史」,神话版三国,336918,坟土荒草
17,「历史」,东晋北府一丘八,321558,指云笑天道1
18,「都市」,重生之似水流年,301411,苍山月
19,「悬疑」,镇妖博物馆,280814,阎ZK
20,「玄幻」,十方武圣,263589,滚开
21,「悬疑」,我的治愈系游戏,254116,我会修空调
22,「历史」,朕,244510,王梓钧
23,「玄幻」,人族镇守使,238931,白驹易逝
24,「悬疑」,魔临,232903,纯洁滴小龙
25,「游戏」,亏成首富从游戏开始,211245,青衫取醉
26,「都市」,明克街13号,201545,纯洁滴小龙
27,「奇幻」,天启预报,190736,风月
28,「历史」,绍宋,188098,榴弹怕水
29,「体育」,禁区之狐,181220,林海听涛
30,「轻小说」,术师手册,180669,听日
31,「都市」,这个明星很想退休,175896,幼儿园一把手
32,「轻小说」,我就是不按套路出牌,165727,百分之七
33,「轻小说」,我真没想当训练家啊,165362,北川南海
34,「轻小说」,芝加哥1990,163879,齐可休
35,「武侠」,金刚不坏大寨主,159274,徍男
36,「轻小说」,视死如归魏君子,155150,平层
37,「仙侠」,大魏读书人,148718,七月未时
38,「科幻」,九星之主,146886,育
39,「轻小说」,没钱上大学的我只能去屠龙了,146769,宇宙无敌水哥
40,「仙侠」,剑卒过河,145578,惰堕
41,「历史」,赘婿,143549,愤怒的香蕉
42,「仙侠」,神秘复苏,141703,佛前献花
43,「玄幻」,我有一棵神话树,140138,南瞻台
44,「玄幻」,旧日之箓,139393,熊狼狗
45,「科幻」,这游戏也太真实了,139220,晨星LL
46,「玄幻」,御道倾天,138305,风凌天下
47,「轻小说」,精灵掌门人,129142,轻泉流响
48,「轻小说」,怪物被杀就会死,123379,阴天神隐
49,「历史」,我不是野人,117361,孑与2
50,「轻小说」,我的女友是恶劣大小姐,117007,掠过的乌鸦
