1,「玄幻」,圣墟,877544,辰东
2,「仙侠」,一念永恒,556509,耳根
3,「仙侠」,不朽凡人,404575,鹅是老五
4,「玄幻」,天道图书馆,389693,横扫天涯
5,「都市」,修真聊天群（聊天群的日常生活）,354704,圣骑士的传说
6,「仙侠」,斗战狂潮,236822,骷髅精灵
7,「现实」,我的1979,230821,争斤论两花花帽
8,「都市」,美食供应商,225666,会做菜的猫
9,「奇幻」,放开那个女巫,218249,二目
10,「玄幻」,武道宗师,213790,爱潜水的乌贼
11,「都市」,重生完美时代,187637,公子不歌
12,「科幻」,异常生物见闻录,183247,远瞳
13,「玄幻」,斗罗大陆III龙王传说,183124,唐家三少
14,「都市」,大王饶命,173073,会说话的肘子
15,「玄幻」,雪鹰领主,167409,我吃西红柿
16,「仙侠」,天影,164390,萧鼎
17,「仙侠」,飞剑问道,159026,我吃西红柿
18,「科幻」,废土崛起,151010,通吃
19,「玄幻」,五行天,147467,方想
20,「历史」,带着仓库到大明,138177,迪巴拉爵士
21,「仙侠」,极道天魔,127348,滚开
22,「玄幻」,超凡传,127055,萧潜
23,「都市」,重生之神级学霸,122004,志鸟村
24,「都市」,娱乐之荒野食神,118213,祥瑞御妹
25,「玄幻」,全职法师,115532,乱
26,「玄幻」,太古神王,113091,净无痕
27,「历史」,神话版三国,112035,坟土荒草
28,「历史」,银狐,110495,孑与2
29,「玄幻」,超级神基因,109515,十二翼黑暗炽天使
30,「玄幻」,大主宰,108661,天蚕土豆
31,「历史」,汉乡,107372,孑与2
32,「都市」,超级怪兽工厂,107089,匣中藏剑
33,「玄幻」,牧神记,105489,宅猪
34,「都市」,奶爸的文艺人生,105134,寒门
35,「玄幻」,异世界的美食家,101760,李鸿天
36,「玄幻」,我是至尊,100268,风凌天下
37,「历史」,赘婿,99820,愤怒的香蕉
38,「仙侠」,道君,98393,跃千愁
39,「科幻」,未来天王,97610,陈词懒调
40,「历史」,调教大宋,93636,苍山月
41,「玄幻」,帝霸,92412,厌笔萧生
42,「历史」,大魏宫廷,90964,贱宗首席弟子
43,「玄幻」,儒道至圣,90239,永恒之火
44,「玄幻」,真武世界,88944,蚕茧里的牛
45,「游戏」,惊悚乐园,85996,三天两觉
46,「玄幻」,最后一个使徒,85079,卷土
47,「都市」,完美人生,84429,刀一耕
48,「都市」,顾道长生,82541,睡觉会变白
49,「诸天无限」,直死无限,79355,如倾如诉
50,「仙侠」,最强反套路系统,78947,太上布衣
