1,「都市」,夜的命名术,2258993,会说话的肘子
2,「科幻」,灵境行者,1579303,卖报小郎君
3,「仙侠」,择日飞升,1357448,宅猪
4,「都市」,明克街13号,1129136,纯洁滴小龙
5,「玄幻」,不科学御兽,1085016,轻泉流响
6,「玄幻」,星门：时光之主,849370,老鹰吃小鸡
7,「仙侠」,光阴之外,840971,耳根
8,「科幻」,这游戏也太真实了,784946,晨星LL
9,「都市」,深空彼岸,649032,辰东
10,「科幻」,机武风暴,565850,骷髅精灵
11,「轻小说」,轮回乐园,547723,那一只蚊子
12,「历史」,家父汉高祖,486935,历史系之狼
13,「仙侠」,赤心巡天,420026,情何以甚
14,「玄幻」,我的属性修行人生,393011,滚开
15,「历史」,唐人的餐桌,385541,孑与2
16,「仙侠」,我用闲书成圣人,372394,出走八万里
17,「科幻」,深海余烬,340349,远瞳
18,「轻小说」,术师手册,334175,听日
19,「历史」,终宋,319244,怪诞的表哥
20,「科幻」,宇宙职业选手,312649,我吃西红柿
21,「奇幻」,高天之上,309784,阴天神隐
22,「玄幻」,我就是神！,304648,历史里吹吹风
23,「仙侠」,大夏文圣,303870,七月未时
24,「历史」,我的姐夫是太子,302210,上山打老虎额
25,「历史」,神话版三国,297193,坟土荒草
26,「都市」,我已不做大佬好多年,259245,萌俊
27,「玄幻」,道诡异仙,235848,狐尾的笔
28,「仙侠」,神秘复苏,225481,佛前献花
29,「游戏」,艾泽拉斯阴影轨迹,221452,帅犬弗兰克
30,「悬疑」,我的治愈系游戏,217699,我会修空调
31,「奇幻」,天启预报,216523,风月
32,「悬疑」,镇妖博物馆,210499,阎ZK
33,「历史」,黜龙,196734,榴弹怕水
34,「仙侠」,请公子斩妖,194272,裴不了
35,「玄幻」,长夜余火,193769,爱潜水的乌贼
36,「仙侠」,大梦主,190908,忘语
37,「都市」,重生之我要冲浪,190467,睡觉会变白
38,「仙侠」,皓玉真仙,187570,小道不讲武德
39,「仙侠」,我只想安静的做个苟道中人,184931,爆炸小拿铁
40,「都市」,火力为王,183816,如水意
41,「都市」,重生之似水流年,180679,苍山月
42,「轻小说」,在美漫当心灵导师的日子,176454,遇牧烧绳
43,「都市」,这个明星很想退休,172903,幼儿园一把手
44,「历史」,红楼之挽天倾,156930,林悦南兮
45,「都市」,开局账号被盗，反手充值一百万,151426,酒剑仙人
46,「都市」,我是导演，我不比烂,151383,不是老狗
47,「科幻」,黎明之剑,149629,远瞳
48,「玄幻」,诸界第一因,147007,裴屠狗
49,「轻小说」,我就是不按套路出牌,143679,百分之七
50,「都市」,全职艺术家,142458,我最白
