1,「科幻」,吞噬星空,176088,我吃西红柿
2,「仙侠」,仙逆,149827,耳根
3,「玄幻」,天珠变,76827,唐家三少
4,「仙侠」,遮天,76406,辰东
5,「玄幻」,斗破苍穹,74025,天蚕土豆
6,「都市」,黄金瞳,53611,打眼
7,「历史」,锦衣夜行,50281,月关
8,「玄幻」,武动乾坤,44449,天蚕土豆
9,「仙侠」,凡人修仙传,42971,忘语
10,「仙侠」,偷天,30547,血红
11,「玄幻」,大周皇族,29357,皇甫奇
12,「历史」,锦衣当国,29074,特别白
13,「玄幻」,将夜,27827,猫腻
14,「玄幻」,战天,25820,苍天白鹤
15,「游戏」,全职高手,24512,蝴蝶蓝
16,「玄幻」,间客,22413,猫腻
17,「历史」,曹贼,22084,庚新
18,「玄幻」,异世邪君,21625,风凌天下
19,「历史」,官居一品,21529,三戒大师
20,「科幻」,冒牌大英雄,20801,七十二编
21,「玄幻」,叱咤风云,20708,高楼大厦
22,「历史」,天下,17728,高月
23,「仙侠」,君临,16666,开荒
24,「历史」,三国之蜀汉我做主,15635,三七开
25,「都市」,超级黄金手,15385,小小羽
26,「游戏」,琥珀之剑,14574,绯炎
27,「历史」,赘婿,14083,愤怒的香蕉
28,「仙侠」,仙鸿路,12150,快餐店
29,「体育」,禁区之雄,11506,林海听涛
30,「玄幻」,雄霸天下,11455,骷髅精灵
31,「玄幻」,异世为僧,11347,萧舒
32,「历史」,步步生莲,11222,月关
33,「玄幻」,气冲星河,10744,犁天
34,「仙侠」,易鼎,10700,荆柯守
35,「奇幻」,湛蓝徽章,9797,Deathstate
36,「仙侠」,史上第一掌门,9267,冥域天使
37,「仙侠」,长生不死,8941,观棋
38,「玄幻」,傲世九重天,8215,风凌天下
39,「历史」,重生于康熙末年,7955,雁九
40,「仙侠」,百炼成仙,7791,幻雨
41,「玄幻」,召唤万岁,6945,霞飞双颊
42,「玄幻」,猎国,6732,跳舞
43,「仙侠」,华山仙门,6711,秣陵别雪
44,「诸天无限」,最终进化,6562,卷土
45,「玄幻」,无尽剑装,6488,衣冠胜雪
46,「历史」,迷失在一六二九,6423,陆双鹤
47,「体育」,冠军传奇,6384,林海听涛
48,「都市」,最佳导演,6365,机器人瓦力
49,「玄幻」,天枢,6149,徐公子胜治
50,「仙侠」,通天大圣,5983,蛇吞鲸
